character,dialogue,episode
LISA,"This wouldn’t have anything to do with Laura coming over, would it?",9F06   NEW KID ON THE BLOCK
BART,Maybe. Now be a dear and hand me the,9F06   NEW KID ON THE BLOCK
LISA,Oh brother. Lisa hands him a loofah sponge.,9F06   NEW KID ON THE BLOCK
BART,"Why, Laura. What a pleasant surprise. Bart puffs on a pipe. Soap bubbles come out.",9F06   NEW KID ON THE BLOCK
LAURA,Cute. What do you guys want for dinner?,9F06   NEW KID ON THE BLOCK
LISA,I don’t care.  Ask Hef over there.,9F06   NEW KID ON THE BLOCK
BART,Lady’s choice.,9F06   NEW KID ON THE BLOCK
GUY,#1,9F06   NEW KID ON THE BLOCK
GUY,#2 Shut up. Just shut up.,9F06   NEW KID ON THE BLOCK
LAURA,We used to eat this when my dad was stationed in Vandahar. Take your Kafta B-Sanieh and dip it in the Labneh. They all take a bite.,9F06   NEW KID ON THE BLOCK
LISA,M-mmnmn.,9F06   NEW KID ON THE BLOCK
BART,Now that is good Labneh.,9F06   NEW KID ON THE BLOCK
WAITER,"I’m sorry, ma‘am, but everything on",9F06   NEW KID ON THE BLOCK
MARGE,What about the bread? Does that have much fish in it?,9F06   NEW KID ON THE BLOCK
WAITER,Yes.,9F06   NEW KID ON THE BLOCK
MARGE,"Well, I have some Tic Tacs in my purse...",9F06   NEW KID ON THE BLOCK
WAITER,Excellent choice... and for the gentleman?,9F06   NEW KID ON THE BLOCK
HOMER,All you can eat. All you can eat.,9F06   NEW KID ON THE BLOCK
WAITER,"All right. When you’re ready, take this plate over...",9F06   NEW KID ON THE BLOCK
LAURA,"C’mon Bart, if I can teach Maggie to waltz, I can teach you.",9F06   NEW KID ON THE BLOCK
LAURA,"Just follow me and put your hand on my hip. She starts to dance, putting his hand on her hip.",9F06   NEW KID ON THE BLOCK
BART,O-kay.,9F06   NEW KID ON THE BLOCK
DISSOLVE,"Bart and Laura are dancing like Astaire and Rogers ina black and white, art deco set like something out of ""Top Hat."" They conclude with a big flourish. Laura yanks up Bart’s underwear.",9F06   NEW KID ON THE BLOCK
LAURA,Wedgie! Well dressed SOCIETY ONLOOKERS APPLAUD.,9F06   NEW KID ON THE BLOCK
SCENE,Bart looks dreamy-eyed.,9F06   NEW KID ON THE BLOCK
WAITER,#2 That man ate all our shrimp and two plastic lobsters!,9F06   NEW KID ON THE BLOCK
CAPTAIN,‘Tis no man. ‘Tis a remorseless eating machine. Arrrr... The Captain walks over to Homer.,9F06   NEW KID ON THE BLOCK
CAPTAIN,"Six bells, time for closin’.",9F06   NEW KID ON THE BLOCK
HOMER,Can’t talk... eating.,9F06   NEW KID ON THE BLOCK
CAPTAIN,"Fairly warned be thee, says I.",9F06   NEW KID ON THE BLOCK
HOMER,"But the sign said ""All you can eat.""",9F06   NEW KID ON THE BLOCK
HOMER,I’m going to fight this thing.,9F06   NEW KID ON THE BLOCK
MARGE,"Oh, please don’t. For me?",9F06   NEW KID ON THE BLOCK
HOMER,"Sorry Marge, this is my quest. I’m like that guy -- that Spanish guy -- you know, he fought the windmills...",9F06   NEW KID ON THE BLOCK
MARGE,Don Quixote?,9F06   NEW KID ON THE BLOCK
HOMER,"No, that’s not it. What’s his name?",9F06   NEW KID ON THE BLOCK
MARGE,Don Quixote.,9F06   NEW KID ON THE BLOCK
HOMER,No!,9F06   NEW KID ON THE BLOCK
HOMER,Fine. I’11 look it up.,9F06   NEW KID ON THE BLOCK
MARGE,"Well, who was it?",9F06   NEW KID ON THE BLOCK
HOMER,Never mind.,9F06   NEW KID ON THE BLOCK
BART,"Oh no! Here comes the ""Conservative Judge!"" We see a GROWLING brush-cut judge banging a giant gavel.",9F06   NEW KID ON THE BLOCK
BART,Plead insanity! Plead insanity! Laura hits a button repeatedly.,9F06   NEW KID ON THE BLOCK
LAURA,It’s not working!,9F06   NEW KID ON THE BLOCK
HOMER,All right. Hit the change of venue button. Now!,9F06   NEW KID ON THE BLOCK
BART,Oh no. You’re in Texas! We see the convict is strapped in an electric chair and executed by a sheriff in a cowboy hat who SHOOTS GUNS in the air as he does a little dance.,9F06   NEW KID ON THE BLOCK
LAURA,"If I’d hit the ""remorse"" button one more time, I would have made it. Ah, Bart, I gotta go. See ya around. Laura leaves. Apu approaches Bart.",9F06   NEW KID ON THE BLOCK
APU,"I am thinking you like this girl, yes?",9F06   NEW KID ON THE BLOCK
BART,How did you know?,9F06   NEW KID ON THE BLOCK
APU,My ceiling mirrors and video cameras sometimes see more than who is about to shoot me.,9F06   NEW KID ON THE BLOCK
HUTZ,"Mr. Simpson, this is the most blatant case of fraudulent advertising since my suit against the film ""The Neverending Story.""",9F06   NEW KID ON THE BLOCK
HOMER,So you think I have a case?,9F06   NEW KID ON THE BLOCK
HUTZ,I don’t take just anyone who walks through my door.,9F06   NEW KID ON THE BLOCK
HUTZ,"Stick around, we’ll come up with something. Now, Homer, I don’t use the word ""hero"" very often. But you are the greatest hero in American history.",9F06   NEW KID ON THE BLOCK
HOMER,Woo hoo!,9F06   NEW KID ON THE BLOCK
MAN,"Here I am, sonny.",9F06   NEW KID ON THE BLOCK
BART,You’re not my grandpa.,9F06   NEW KID ON THE BLOCK
MAN,"Ah, c’mon, give me a chance. Hey, can your grandfather do this?",9F06   NEW KID ON THE BLOCK
GRANDPA,comes out into the lobby.,9F06   NEW KID ON THE BLOCK
GRANDPA,"Bart!  Ah, you remembered my birthday.",9F06   NEW KID ON THE BLOCK
BART,Huh? Oh.  I sure did!... Here’s a bus schedule.,9F06   NEW KID ON THE BLOCK
GRANDPA,Wow! Fits right in my pocket!,9F06   NEW KID ON THE BLOCK
BART,"Grampa, I need some advice. Did you ever have a crush on an older woman?",9F06   NEW KID ON THE BLOCK
GRANDPA,"I had a crush on the oldest woman. One hundred and twenty years old, she was. Here’s a picture of her",9F06   NEW KID ON THE BLOCK
BART,What happened?,9F06   NEW KID ON THE BLOCK
GRANDPA,"She fell in with that Guinness Book of Records crowd. Suddenly, she didn’t have any time for me. I wore a 15 pound beard of bees for that woman, but it just wasn’t enough.",9F06   NEW KID ON THE BLOCK
BART,"Dad, I have some questions about women.",9F06   NEW KID ON THE BLOCK
HOMER,Uhh... can’t you see I’m studying the stock -- numbers? Homer picks up the paper.,9F06   NEW KID ON THE BLOCK
HOMER,"Hmm... Some stocks up -- others down, I don’t like this one bit.",9F06   NEW KID ON THE BLOCK
MARGE,"Homer, Bart’s at a very curious age. As his father, I think you should have a frank and earthy discussion about...hmmm, you know.",9F06   NEW KID ON THE BLOCK
HOMER,"But Marge, I think he should learn about it the same way I did.",9F06   NEW KID ON THE BLOCK
MARGE,Are you sure...?,9F06   NEW KID ON THE BLOCK
MARGE,"Oh, that’s nice, Homer. Ow! Gently, remember?",9F06   NEW KID ON THE BLOCK
HOMER,"Maybe you’re right. Now, if you’1l excuse us, this is a sacred moment between a boy and his father.",9F06   NEW KID ON THE BLOCK
HOMER,"Son, a woman is a lot like, uh... ... a refrigerator. They’re about six feet tall, 300 pounds... they make ice and ... Oh, wait a minute, actually, a woman is more like a beer! They smell good -- they look good -- you’d step over your own mother just to get one! (GULPS DOWN",9F06   NEW KID ON THE BLOCK
HOMER,"But you can’t stop at one. You want to drink another woman! An excited Homer GUZZLES his beer. Homer opens the refrigerator and POPS open another beer,",9F06   NEW KID ON THE BLOCK
HOMER,"So I says, ""Yeah, if you want that money, come and find it ‘cause I don’t know where it is you baloney...""",9F06   NEW KID ON THE BLOCK
BART,How can I get her to notice me?,9F06   NEW KID ON THE BLOCK
BART,"He stands atop a mountgain with a laser cannon, CACKLING",9F06   NEW KID ON THE BLOCK
SCENE,Laura appears at Bart’s window.,9F06   NEW KID ON THE BLOCK
LAURA,Thanks for coming.,9F06   NEW KID ON THE BLOCK
BART,I please to ain.,9F06   NEW KID ON THE BLOCK
LAURA,"I’m so happy, I just had to tell someone.  I have a boyfriend.",9F06   NEW KID ON THE BLOCK
BART,He looks stunned.,9F06   NEW KID ON THE BLOCK
LAURA,You won’t be needing this.,9F06   NEW KID ON THE BLOCK
BART,I’m so happy for you.,9F06   NEW KID ON THE BLOCK
BART,A boyfriend...,9F06   NEW KID ON THE BLOCK
LAURA,"I really think you’d like him, Bart. His name’s Jimbo.",9F06   NEW KID ON THE BLOCK
BART,Jimbo Jones? Bart FLASHES BACK to an early memory.,9F06   NEW KID ON THE BLOCK
MARGE,"I know it’s your first day at school, Bart, but don’t worry, you’1l make friends. A younger JIMBO passes.",9F06   NEW KID ON THE BLOCK
MARGE,"Young man, would you show my boy around?",9F06   NEW KID ON THE BLOCK
JIMBO,"Sure thing, Ma’am.",9F06   NEW KID ON THE BLOCK
MARGE,"Hmmm -- bye, bye.",9F06   NEW KID ON THE BLOCK
BART,You’re a bully aren’t you?,9F06   NEW KID ON THE BLOCK
JIMBO,Yup.,9F06   NEW KID ON THE BLOCK
BART,"You’re not gonna show me around, are you?",9F06   NEW KID ON THE BLOCK
JIMBO,No.,9F06   NEW KID ON THE BLOCK
BART,How can you like that guy?,9F06   NEW KID ON THE BLOCK
LAURA,I don’t know. Maybe ‘cause he’s an outlaw.  You know that dead body they found behind the mayor’s house?,9F06   NEW KID ON THE BLOCK
BART,Jimbo killed him?,9F06   NEW KID ON THE BLOCK
LAURA,"No, but he poked him with a stick.",9F06   NEW KID ON THE BLOCK
JIMBO,Who's the dork?,9F06   NEW KID ON THE BLOCK
LAURA,"Leave him alone, he’s just a kid.",9F06   NEW KID ON THE BLOCK
BART,"Dad, if there’s a really special girl and she likes some clod who’s beneath",9F06   NEW KID ON THE BLOCK
HOMER,I married her! Homer pulls Marge into his lap.,9F06   NEW KID ON THE BLOCK
MARGE,"Homer, please - I just had eggs.",9F06   NEW KID ON THE BLOCK
LISA,"Good luck in your trumped up law suit, Dad.",9F06   NEW KID ON THE BLOCK
HOMER,"‘Thanks, that means a lot to me.",9F06   NEW KID ON THE BLOCK
BART,You don’t need him. I’m an outlaw too.,9F06   NEW KID ON THE BLOCK
BART,Look at that. I’m walking around with my shoelaces undone and I don’t,9F06   NEW KID ON THE BLOCK
BART,Oopsy.,9F06   NEW KID ON THE BLOCK
CAPTAIN,"It was a moonless night, dark as pitch, when out of the mist came a beast more stomach than man.",9F06   NEW KID ON THE BLOCK
HOMER,Hey!,9F06   NEW KID ON THE BLOCK
CAPTAIN,"So I says to me bosuns, batten down the mizzen mast, maties...",9F06   NEW KID ON THE BLOCK
HUTZ,"Captain McCallister, isn’t it a fact that you’re not a real Captain?",9F06   NEW KID ON THE BLOCK
CAPTAIN,Aye.,9F06   NEW KID ON THE BLOCK
ATTORNEY,Your honor I would like to show the court just how much shrimp Mr.,9F06   NEW KID ON THE BLOCK
ATTORNEY,Were there some other guys with bags of shrimp standing out there?,9F06   NEW KID ON THE BLOCK
ATTORNEY,Would you send them in please?,9F06   NEW KID ON THE BLOCK
ATTORNEY,"Mrs. Simpson, isn’t it true your husband once consumed a 10 pound bag of flour when no other food was available?",9F06   NEW KID ON THE BLOCK
MARGE,"Yes, but it was...",9F06   NEW KID ON THE BLOCK
ATTORNEY,Your witness.,9F06   NEW KID ON THE BLOCK
BOY,There’s a pizza here for...,9F06   NEW KID ON THE BLOCK
HOMER,Right here. The boy gives Homer the pizza.,9F06   NEW KID ON THE BLOCK
SCENE,Lionel Hutz cross-examines Marge.,9F06   NEW KID ON THE BLOCK
HUTZ,"Mrs. Simpson, what did you and your husband do after you were ejected from the restaurant?",9F06   NEW KID ON THE BLOCK
MARGE,"Oh, we pretty much went straight hone.",9F06   NEW KID ON THE BLOCK
HUTZ,"Mrs. Simpson, you’re under oath.",9F06   NEW KID ON THE BLOCK
MARGE,"We drove around until 3 a.n. looking for another ""All You Can Eat"" fish restaurant.",9F06   NEW KID ON THE BLOCK
HUTZ,And when you couldn’t find one?,9F06   NEW KID ON THE BLOCK
MARGE,We went fishing.,9F06   NEW KID ON THE BLOCK
HUTZ,"Do these sound like the actions of a man who had... ""all _ he could eat?""",9F06   NEW KID ON THE BLOCK
FOREMAN,That could’ve been me!,9F06   NEW KID ON THE BLOCK
HOMER,The Captain and his attorney approach.,9F06   NEW KID ON THE BLOCK
CAPTAIN,"Homer, I’ve a proposition for ye, fair and true.",9F06   NEW KID ON THE BLOCK
HOMER,"Come on, Marge, let the people see your pretty face.",9F06   NEW KID ON THE BLOCK
WIDEN,to see they are sitting in the window of the restaurant. A huge CROWD has gathered. The captain stands outside like a carnival barker.,9F06   NEW KID ON THE BLOCK
CAPTAIN,"Come see ""Bottomless Pete"", nature’s",9F06   NEW KID ON THE BLOCK
CAPTAIN,Come for the freak -- stay for the food.,9F06   NEW KID ON THE BLOCK
JIMBO,"Hey, baby, my shirt’s chafin’ me. Mind if I take it off?",9F06   NEW KID ON THE BLOCK
LAURA,Well... OK.,9F06   NEW KID ON THE BLOCK
JIMBO,Hey -- now your shirt’s chafin’ me.,9F06   NEW KID ON THE BLOCK
LAURA,"Well, then I guess we better stop.",9F06   NEW KID ON THE BLOCK
JIMBO,"Uh, that’s OK. I can take it. They continue to KIS8. Bart looks desperate.",9F06   NEW KID ON THE BLOCK
BART,"I gotta do something! Suddenly, a sly expression crosses Bart’s face.",9F06   NEW KID ON THE BLOCK
POWERS,"But it says ""good for one free beer at Moe’s."" This is Moe’s Tavern, isn’t it?",9F06   NEW KID ON THE BLOCK
MOE,"No, this is... Bo’s Cavern.",9F06   NEW KID ON THE BLOCK
POWERS,Give me my beer.,9F06   NEW KID ON THE BLOCK
MOE,"Stupid Welcome Mobile, I knew it would ruin me.",9F06   NEW KID ON THE BLOCK
MOE,"Hey, just a sec, I’11 check. (TO EVERYONE) Amanda Huggenkiss! Hey, I’m looking for Amanda Huggenkiss!",9F06   NEW KID ON THE BLOCK
BARNEY,Maybe your standards are too high.,9F06   NEW KID ON THE BLOCK
MOE,"You little S.O.B., if I ever find out who you are I’m gonna shove a champagne glass down your throat and",9F06   NEW KID ON THE BLOCK
BART,My name is Jimbo Jones and I live at 1094 Evergreen Terrace.,9F06   NEW KID ON THE BLOCK
MOE,"Ah-ha, big mistake pal!  I knew he’d slip up sooner or later. Moe SLAMS down the phone receiver and grabs a large knife.",9F06   NEW KID ON THE BLOCK
MOE,"Ah, yes. Rusty and dull. He vaults over the bar.",9F06   NEW KID ON THE BLOCK
MOE,"Barney, I’m putting you on the honor systen. Moe dashes off.",9F06   NEW KID ON THE BLOCK
BARNEY,Moe’s about to learn a valuable lesson. Barney starts to climb over the bar.,9F06   NEW KID ON THE BLOCK
JIMBO,"I don’t believe it. Now my pants are chafin’ me. Suddenly, Moe CRASHES down the door.",9F06   NEW KID ON THE BLOCK
JIMBO,I an.,9F06   NEW KID ON THE BLOCK
MOE,"You just made your second mistake, buddy boy! Jimbo by the collar and starts shaking hin.",9F06   NEW KID ON THE BLOCK
MOE,Homer Sexual am I? Jacques Strap’s my name?! You’ll wish you had a B.O. Problem! Say hello to Seymour Butz! I’d like you to meet Oliver Clothes-,9F06   NEW KID ON THE BLOCK
JIMBO,"Please, dude, don’t hurt me. Oh man...  .",9F06   NEW KID ON THE BLOCK
BARNEY,"Uh-oh. My heart just stopped. (LONG BEAT) Ah, there it goes.",9F06   NEW KID ON THE BLOCK
LAURA,"Jimbo, I don’t think we should see each other any more. You’re just not the guy I thought you were.",9F06   NEW KID ON THE BLOCK
JIMBO,Can I have my shirt back?,9F06   NEW KID ON THE BLOCK
LAURA,"Well, Bart, you were right about hin.",9F06   NEW KID ON THE BLOCK
BART,"Laura, you’ll find that from Jimbo to Hitler, bullies make rotten lovers. Laura looks at Bart intently for a beat.",9F06   NEW KID ON THE BLOCK
LAURA,"You know, if you were only old enough to grow a bad teenage mustache, I’d go out with you in a second.",9F06   NEW KID ON THE BLOCK
BART,Wow...,9F06   NEW KID ON THE BLOCK
DISSOLVE,To:,9F06   NEW KID ON THE BLOCK
LAURA,"Hello, I’d like to speak to Ms. Tinkle; first name... Bart WHISPERS in her ear.",9F06   NEW KID ON THE BLOCK
LAURA,++. Ivana.,9F06   NEW KID ON THE BLOCK
MOE,"Ivana Tinkle. Just a sec. Ivana Tinkle. Ivana Tinkle. All right, everybody put down your glasses. Ivana Tinkle.",9F06   NEW KID ON THE BLOCK
CAPTAIN,"Har, har, har. They clink glasses.",9F06   NEW KID ON THE BLOCK
MOE,"Why you little - quick, tell me your address again, I forgot it. I swear I’11 write it down this time! Hello. Hello!",9F06   NEW KID ON THE BLOCK
TROY,"MCCLURE, dressed as a ringmaster, walks in on stilts.",9F07   MR PLOW
MCCLURE,"I’m your host, Troy McClure! You may remember me from such films as ""The Erotic Adventures of Hercules"" and ""Dial ‘M’ For Murderousness."" Tonight, we’ll see Angela Lansbury walk on hot coals! Excitement, She Wrote! A pair of flaming BARE FEET walk across SIZZLING red coals.",9F07   MR PLOW
MCCLURE,Thrill to the magic of McBain -- in,9F07   MR PLOW
HOMER,"Eh, they cut her in pieces before she gets in the box.",9F07   MR PLOW
SCENE,We see Troy with Krusty in lion tamer’s garb.,9F07   MR PLOW
MCCLURE,But first -~ a man whose inspiring battle with Percodan addiction is soon to be a movie of the week -- Krusty the Klown!,9F07   MR PLOW
KRUSTY,I'll be played by Jimmy Smits!,9F07   MR PLOW
MCCLURE,Now he faces his toughest audience -- three Siberian tigers!,9F07   MR PLOW
BART,and LISA sit calmly watching Krusty being mauled.,9F07   MR PLOW
BART,"Eh, they’ll be chewin’ on him for a while. Bart changes the channel.",9F07   MR PLOW
MAN,Ai yi yi -- La Policia! Bart and Lisa LAUGH.,9F07   MR PLOW
MOE,"Hey, Homer, phone call. Homer takes the phone.",9F07   MR PLOW
MARGE,"Hi, Homie. It’s really starting to",9F07   MR PLOW
HOMER,"But Marge, Gabe Kaplan’s riding in the Death-O0-Sphere.",9F07   MR PLOW
HOMER,"Oh, never mind. He just crashed into David Brinkley.",9F07   MR PLOW
A.,Homer drives through the blizzard. BILL and MARTY are on the radio.,9F07   MR PLOW
BILL,"Take it easy, folks... it’s ""snow"" picnic out there.",9F07   MR PLOW
MARTY,"I ""snow"" what you mean.",9F07   MR PLOW
BILL,"Yeah, you’re dead weight, Marty.",9F07   MR PLOW
B.,Homer strains to see through the snow as he follows a pair of taillights on a very bumpy road. He approaches a,9F07   MR PLOW
HOMER,Huh?,9F07   MR PLOW
HOMER,"Heh heh heh. (TO OTHER DRIVERS, LIKE",9F07   MR PLOW
HOMER,"Well, I got him as good as he got me.",9F07   MR PLOW
HOMER,"It’s a pornography store. I was buying pornography. , I would’a never thought of that. Homer gain and gives a thumbs-up to his disgusted family.",9F07   MR PLOW
SALESMAN,She/’1l go 300 hectares on a single tank of kerosene.,9F07   MR PLOW
HOMER,What country is this car from?,9F07   MR PLOW
SALESMAN,"It no longer exists. But take her for a test drive and you’ll agree, ""Dazgreb ebn zloty gdev!"". He starts pushing the car. Homer tries to start it.",9F07   MR PLOW
SALESMAN,Put it in H!,9F07   MR PLOW
HOMER,"We see Homer EATING a watermelon. Several rinds lie around him. PUSH IN on want ads to one reading ""POLICE AUCTION -",9F07   MR PLOW
HOMER,But it’s the best one here.,9F07   MR PLOW
HOMER,I do not want this car.,9F07   MR PLOW
LATER,WIGGUM BRINGS DOWN THE GAVEL on the Grenada. —,9F07   MR PLOW
CHIEF WIGGUM,Going going gone! One point four million dollars!,9F07   MR PLOW
MAN,Do you come with the car?,9F07   MR PLOW
HOMER,Bart! That car belonged to Bonnie,9F07   MR PLOW
LISA,"Hey, wait... that’s not a dummy!",9F07   MR PLOW
HOMER,"I knew it, I knew it!.",9F07   MR PLOW
HOMER,"Adam West! Hey kids, Batman! Bart and Lisa give Homer a ""You are so queer"" look.",9F07   MR PLOW
LISA,"' Dad, that’s not the real Batman. Adam West puts his arms around Bart and Lisa.",9F07   MR PLOW
BART,Who the hell is Robin?,9F07   MR PLOW
HOMER,{SCARED LAUGH) Nice meeting you! (LOW,9F07   MR PLOW
HOMER,Wow! Just think what I could do with that truck. Homer envisions himself standing with the plow in front of the White House. PRESIDENT BUSH stands next to him. In front of them are a line of PROTESTERS with signs reading,9F07   MR PLOW
HOMER,"Mr. President, those young people are about to get a dose of reality.",9F07   MR PLOW
HOMER,"I don’t know. I’m already in a lot of debt -- under several aliases: Homer Smith, Homer Schneider, Helen",9F07   MR PLOW
HOMER,Well... I really should discuss this with my wife.,9F07   MR PLOW
HOMER,There is?! I/’11 take it! Homer pulls out his check book.,9F07   MR PLOW
HOMER,"Tell the other guy, ""No hard feelings.""",9F07   MR PLOW
MARGE,I can’t believe you bought that plow. We can’t afford it.,9F07   MR PLOW
HOMER,"Hey, if you’re going to get mad at me every time I do something stupid, then I guess I’11 just have to stop doing stupid things.",9F07   MR PLOW
MARGE,Good.,9F07   MR PLOW
HOMER,"Fine. I/11 never ever do another stupid thing. Good night! Homer walks into the open door of the plow and SMASHES his face, hard. A big lump raises on his head. Homer doesn’t say anything.",9F07   MR PLOW
MARGE,"Oh, Homer, didn’t that hurt?",9F07   MR PLOW
DAY,"Homer goes from car to car, putting leaflets on windshields. The picture shows a cute snowman with his family running in terror from Homer in his plow. Beneath, it says ""MR. PLOW ~- CALL KL5-3226."" Homer finishes the last car; a WIND comes up and blows them all away. Homer",9F07   MR PLOW
BARNEY,"Forget it, Homer!",9F07   MR PLOW
BARNEY,"People don’t read these things. Watch. He tries to hand out leaflets to PASSERSBY. They take them and immediately throw them out, shrink in fear, or cross the street to avoid him.",9F07   MR PLOW
BARNEY,"Twenty percent off at Lullabuys. | Just tell ro ""Big Baby"" sent you. I know you can hear me! I’m talking to you! ""JUST STAMP THE TICKET"" MAN You sicken me. He walks past.",9F07   MR PLOW
BARNEY,"I guess guys like us just can’t get a break. Well, at least I can’t sink any lower.",9F07   MR PLOW
BARNEY,"Come back, diaper! Come’ back! Hi, ma.",9F07   MR PLOW
LOVEJOY,is at the pulpit.,9F07   MR PLOW
LOVEJOY,"And now, to read from the Epistles of St. Paul, Homer Simpson. Homer, wearing a suit and tie steps up to the microphone.",9F07   MR PLOW
HOMER,"Dear Lord, in your infinite wisdom, you know the number to call when you need a plow is",9F07   MR PLOW
LOVEJOY,"Homer, this is really low.",9F07   MR PLOW
HOMER,"Not as low as my low, low prices. Rev. Lovejoy SNAPS his fingers. The ORGANIST starts",9F07   MR PLOW
HOMER,"Ring, damn you, ring! The phone is completely silent.",9F07   MR PLOW
MARGE,"No, Homer.",9F07   MR PLOW
HOMER,I’m going to lose my plow. Lisa enters.,9F07   MR PLOW
LISA,Have you considered buying cheap commercial time on channel ninety- two?,9F07   MR PLOW
HOMER,"Channel ninety-two? Oh, I saw that once when I sat on the remote.",9F07   MR PLOW
LISA,You really should consider it. You can sell anything. Lisa turns on the TV.,9F07   MR PLOW
CAPTAIN,Arr! I’ve scoured the seven seas to find the perfect stockin’ stuffer: shrunken heads from New Guinea. He holds up several shrunken heads.,9F07   MR PLOW
HOMER,Hmmm.,9F07   MR PLOW
HOMER,Almost time for our commercial.,9F07   MR PLOW
BART,"Dad, who’s watching TV at 3:17 a.m.?",9F07   MR PLOW
HOMER,"Alcoholics, recent widows, angry loners...",9F07   MR PLOW
MAN,What’s that Tv? Kill who?,9F07   MR PLOW
MARGE,Our driveway’s snowed in! They point off-screen. Old Man Winter!,9F07   MR PLOW
GRANDPA,"That’s right! I fill your driveways with ice and snow! What are you gonna do about it? Nuthin, that’s what. He kicks snow onto the intimidated family.",9F07   MR PLOW
HOMER,Stop!,9F07   MR PLOW
HOMER,"Get out of here, you lousy... season!",9F07   MR PLOW
GRANDPA,All right... I’m going... (PULLS OFF WIG)  My head hurts. I have to lie down for a while.,9F07   MR PLOW
HOMER,"Hello, I’m Mr. Plow. Are you tired of having your hands cut off by snow blowers, and the inevitable heart attacks that come with shoveling snow?",9F07   MR PLOW
HOMER,Then call KLONDIKE 5=-3226. Call now and receive a free t~shirt.,9F07   MR PLOW
HOMER,"Heh, heh, heh.",9F07   MR PLOW
LISA,But I’m a real tightwad. Can I afford this remarkable system?,9F07   MR PLOW
HOMER,"Absolutely! My prices are so low, you'll think I’ve suffered brain damage.",9F07   MR PLOW
BART,"You are fully bonded and licensed by the city, aren’t you Mr. Plow?",9F07   MR PLOW
HOMER,"Shut up, boy.",9F07   MR PLOW
SCENE,Homer GROWLS at Bart. Bart shrugs.,9F07   MR PLOW
HOMER,"Call Mister Plow, that’s my name! That name again is Mister Plow!",9F07   MR PLOW
SCENE,Homer turns off the TV.,9F07   MR PLOW
HOMER,Now we play the waiting game. Homer tents his fingers. They all wait for a beat.,9F07   MR PLOW
HOMER,"The waiting game sucks. Let’s play ""Hungry, Hungry Hippos."" -",9F07   MR PLOW
APU,"Thank you, Mr. Plow. Now my store can remain open. Two MEN with shot guns pull into the parking lot.",9F07   MR PLOW
MAN,Let’s do it.,9F07   MR PLOW
GRANDPA,"We’re not prisoners anymore! We’re free! We can go anywhere we want. There is a long beat, then:",9F07   MR PLOW
GRANDPA,I’m cold and frightened. The SENIOR CITIZENS go back inside.,9F07   MR PLOW
DOLL,lying in the driveway. Homer’s truck pulls out; the giant back tire runs over the doll.,9F07   MR PLOW
DOLL,"The front tire rolls over the doll, smashing it flat.",9F07   MR PLOW
BART,"Not so chatty now, are ya?",9F07   MR PLOW
SKINNER,"paces the empty hallways. MARTIN PRINCE fights his way through the snow, wearing snow shoes, and collapses in the door, PANTING.",9F07   MR PLOW
SKINNER,"Well, I’m afraid classes may be",9F07   MR PLOW
MARTIN,Never fear. I can amuse myself with busy work.,9F07   MR PLOW
WILLIE,Look!,9F07   MR PLOW
SKINNER,"We won’t miss a minute of school, thanks to your father. Bart turns to find himself facing Nelson.",9F07   MR PLOW
NELSON,"Say your prayers, Plow Boy! Nelson drops to the ground. SEVERAL BOYS pop up and PELT Bart repeatedly with snow balls, a la Sonny Corleone at the toll booth in ""The Godfather.""",9F07   MR PLOW
MAYOR QUIMBY,"Mr. Plow, for making it possible for people to get where they’re going without resorting to public transportation or car pooling, I give you the key to the city.",9F07   MR PLOW
MAYOR QUIMBY,"I won’t even dignify that with an answer.  Third row, eaccsa from the right -- Hit ’im where it don’t show.",9F07   MR PLOW
MOE,"Here you go, Mr. Plow. A beer on the house.",9F07   MR PLOW
BARNEY,"Wow, Moe, you didn’t even give a beer to those freed Iranian hostages.",9F07   MR PLOW
MOE,"Eh, they shouldn’t have been there in the first place. But Homer is a real hero.",9F07   MR PLOW
BARNEY,I wish I was a hero.,9F07   MR PLOW
HOMER,"Well wishing won’t make it so. You’ve got to pull up your diaper, get out there, and be the best damn Barney you can be.",9F07   MR PLOW
BARNEY,Here I come world!,9F07   MR PLOW
HOMER,"How do you think he‘ll do, Moe?",9F07   MR PLOW
MOE,I think he‘1l do just fine.,9F07   MR PLOW
MARGE,"I was wrong about you buying that truck. I’m very proud of you, Mr. Plow.  . Homer nuzzles her playfully.",9F07   MR PLOW
MARGE,"This might sound silly, but just for a change, would you mind...",9F07   MR PLOW
HOMER,Cutting my nails? Brushing my teeth?,9F07   MR PLOW
MARGE,No. No. Could you wear the jacket. Just... for fun.,9F07   MR PLOW
HOMER,"But I don’t --  coch. Heh heh heh. He swaggers to the closet and puts on the jacket, then",9F07   MR PLOW
MARGE,Ooh.,9F07   MR PLOW
HOMER,"Ah, white gold.",9F07   MR PLOW
HOUSE,"Homer goes out to his plow, then stops. His mouth drops. All the driveways have been plowed. A giant set of lights appears in the snow; a dump truck with a plow emerges and pulls alongside Homer’s truck, dwarfing it. The driver rolls down his window.",9F07   MR PLOW
BARNEY,"Hi ya, Homer! Say hello to the Plow King!",9F07   MR PLOW
HOMER,"Barney, you stole my idea!",9F07   MR PLOW
BARNEY,Don’t worry Homer. There’s nothing wrong with a little healthy competition.,9F07   MR PLOW
